Team,Opponent,Rank,Site,TV,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,conference_game,isRanked,Win,Team_Score,Opp_Score,OT,Special,GD,DateTime,Year,State,Region,OppisRanked
Syracuse,Pittsburgh,99,"Carrier DomeSyracuse, NY ",1,29832,3,3,49262,0.605578336,0,0,0.44,0.0,0.0,53,31,25,ACC,0,0,0,20,23,0,1,0,2015-10-24 12:00:00,2015,NY,N,1
UCF,Houston,99,"Bright House Networks StadiumOrlando, FL",1,28350,0,7,44206,0.641315659,0,0,0.0,0.0,0.0,86,64,21,AAC,0,0,0,10,59,0,0,0,2015-10-24 12:00:00,2015,FL,S,1
Arizona,Washington State,99,"Arizona StadiumTucson, AZ",1,47847,5,2,55675,0.859398294,0,0,0.0,0.0,0.0,85,53,99,Pac-12,0,0,0,42,45,0,0,0,2015-10-24 13:00:00,2015,AZ,W,0
Kent State,Bowling Green,99,"Dix StadiumKent, OH ",1,14739,3,4,27262,0.5406426529999999,0,0,0.0,0.0,0.0,65,37,99,Mid-American,0,0,0,0,48,0,1,0,2015-10-24 13:00:00,2015,OH,M,0
BYU,Wagner,99,"LaVell Edwards StadiumProvo, UT",1,56015,5,2,63470,0.8825429340000001,0,0,0.0,0.0,0.0,69,42,99,Independent,0,0,1,70,6,0,0,0,2015-10-24 13:00:00,2015,UT,W,0
Nevada,Hawaii,99,"Mackay StadiumReno, NV",1,19992,3,4,30000,0.6664,0,0,0.0,0.0,0.0,70,43,99,MWC,0,0,1,30,20,0,0,0,2015-10-24 13:00:00,2015,NV,W,0
Illinois,Wisconsin,99,"Memorial StadiumChampaign, IL",1,45438,4,2,60670,0.748936872,0,0,0.0,0.0,0.0,72,52,99,Big-10,0,0,0,13,24,0,0,0,2015-10-24 14:30:00,2015,IL,M,0
Oklahoma,Texas Tech,17,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",1,85312,5,1,82112,1.0389711609999999,0,1,0.0,0.0,0.0,76,57,99,Big-12,0,1,1,63,27,0,0,0,2015-10-24 14:30:00,2015,OK,S,0
Louisiana Tech,Middle Tennessee,99,"Joe Aillet StadiumRuston, LA",1,15024,4,3,28019,0.536207573,0,0,0.5,0.0,0.0,74,68,99,CUSA,0,0,1,45,16,0,0,0,2015-10-24 14:30:00,2015,LA,S,0
Northern Illinois,Eastern Michigan,99,"Huskie StadiumDeKalb, IL",1,17245,4,3,24000,0.718541667,0,0,0.42,0.0,0.0,65,47,99,Mid-American,0,0,1,49,21,0,0,0,2015-10-24 14:30:00,2015,IL,M,0
Alabama,Tennessee,8,"BryantDenny StadiumTuscaloosa, AL ",1,101821,6,1,101821,1.0,0,1,0.0,0.0,0.0,83,66,99,SEC,0,1,1,19,14,0,1,0,2015-10-24 14:30:00,2015,AL,S,0
Ball State,Central Michigan,99,"Scheumann StadiumMuncie, IN",1,10025,2,5,30406,0.329704664,0,0,0.09,0.0,0.0,68,51,99,Mid-American,0,0,0,21,23,0,0,0,2015-10-24 15:00:00,2015,IN,M,0
Buffalo,Ohio,99,"UB StadiumAmherst, NY",1,17128,2,4,25013,0.684763923,1,0,0.28,0.0,0.0,62,42,99,Mid-American,0,0,1,41,17,0,0,0,2015-10-24 15:30:00,2015,NY,N,0
Marshall,North Texas,99,"Joan C. Edwards StadiumHuntington, WV",1,27217,6,1,38227,0.7119836759999999,0,0,0.0,0.0,0.0,76,40,99,CUSA,0,0,1,30,13,0,0,0,2015-10-24 15:30:00,2015,WV,S,0
Michigan State,Indiana,7,"Spartan StadiumEast Lansing, MI ",1,74144,7,0,75005,0.988520765,0,1,0.23,0.0,0.0,70,50,99,Big-10,0,1,1,52,26,0,1,0,2015-10-24 15:30:00,2015,MI,W,0
USC,Utah,99,"Los Angeles Memorial ColiseumLos Angeles, CA",1,73435,3,3,93607,0.7845032959999999,0,1,0.0,0.0,0.0,89,64,3,ACC,0,0,1,42,24,0,0,0,2015-10-24 16:30:00,2015,CA,W,1
UTEP,Florida Atlantic,99,"Sun BowlEl Paso, TX",1,22468,2,4,51500,0.436271845,0,0,0.0,0.0,0.0,72,54,99,CUSA,0,0,1,27,17,0,0,0,2015-10-24 17:00:00,2015,TX,S,0
FIU,Old Dominion,99,"FIU StadiumMiami, FL",,17961,3,4,20000,0.89805,0,0,0.07,0.0,0.0,84,69,99,CUSA,0,0,1,41,12,0,0,0,2015-10-24 18:00:00,2015,FL,S,0
Ole Miss,Texas A M,24,"VaughtHemingway StadiumOxford, MS",1,60674,5,2,59347,1.0223600179999999,0,1,0.01,0.0,0.0,81,62,15,SEC,0,1,1,23,3,0,0,0,2015-10-24 18:00:00,2015,MS,S,1
Georgia Tech,Florida State,99,"Bobby Dodd StadiumAtlanta, GA",1,55000,2,5,55000,1.0,0,0,0.0,0.0,0.0,77,53,9,ACC,0,0,1,22,16,0,0,0,2015-10-24 19:00:00,2015,GA,S,1
Oregon State,Colorado,99,"Reser StadiumCorvallis, OR",1,36977,2,4,45674,0.809585322,1,0,0.0,0.0,0.0,59,40,99,ACC,0,0,0,13,17,0,0,0,2015-10-24 19:30:00,2015,OR,W,0
Rutgers,Ohio State,99,"High Point Solutions StadiumPiscataway, NJ",1,53111,3,3,52454,1.01252526,0,0,0.0,0.0,0.0,63,38,1,Big-10,0,0,0,7,49,0,0,0,2015-10-24 20:00:00,2015,NJ,N,1
Boise State,Wyoming,99,"Albertsons StadiumBoise, ID",1,31946,5,2,36387,0.877950917,0,0,0.0,0.0,0.0,66,46,99,MWC,0,0,1,34,14,0,0,0,2015-10-24 20:15:00,2015,ID,W,0
Miami (OH),Buffalo,99,"Yager StadiumOxford, OH",1,12697,1,7,24286,0.522811496,0,0,0.0,0.0,0.0,57,37,99,Mid-American,0,0,0,24,29,0,0,0,2015-10-29 19:30:00,2015,OH,M,0
Wisconsin,Rutgers,99,"Camp Randall StadiumMadison, WI",1,74575,6,2,80321,0.9284620459999999,1,1,0.39,0.0,0.0,50,45,99,Big-10,0,0,1,48,10,0,0,0,2015-10-31 11:00:00,2015,WI,M,0
Texas A&M,South Carolina,99,"Kyle FieldCollege Station, TX",1,102154,5,2,102733,0.9943640309999999,0,1,0.9,0.0,0.0,74,66,99,SEC,0,0,1,35,28,0,0,0,2015-10-31 11:00:00,2015,TX,S,0
UCLA,Colorado,24,"Rose BowlPasadena, CA",1,51508,5,2,92542,0.5565905210000001,0,0,0.0,0.0,0.0,89,60,99,Pac-12,0,1,1,35,31,0,0,0,2015-10-31 12:00:00,2015,CA,W,0
Penn State,Illinois,99,"Beaver StadiumUniversity Park, PA",1,94417,6,2,106572,0.8859456520000001,0,1,0.0,0.0,0.0,51,34,99,Big-10,0,0,1,39,0,0,0,0,2015-10-31 12:00:00,2015,PA,N,0
California,USC,99,"California Memorial StadiumBerkeley, CA",1,52060,5,2,62467,0.833400035,0,0,0.0,0.0,0.0,80,55,99,Pac-12,0,0,0,21,27,0,0,0,2015-10-31 12:00:00,2015,CA,W,0
Florida State,Syracuse,17,"Doak Campbell StadiumTallahassee, FL",1,67630,6,1,82300,0.8217496959999999,0,0,0.0,0.0,0.0,83,55,99,ACC,0,1,1,45,21,0,0,0,2015-10-31 12:00:00,2015,FL,S,0
Boston College,Virginia Tech,99,"Alumni StadiumChestnut Hill, MA ",1,28108,3,5,44500,0.6316404489999999,0,0,0.0,0.0,0.0,59,32,99,ACC,0,0,0,10,26,0,1,0,2015-10-31 12:30:00,2015,MA,N,0
Ball State,Massachusetts,99,"Scheumann StadiumMuncie, IN",1,4576,2,6,30406,0.150496613,0,0,0.09,0.0,0.0,54,41,99,Mid-American,0,0,1,20,10,0,0,0,2015-10-31 13:00:00,2015,IN,M,0
Southern Miss,UTEP,99,"M. M. Roberts StadiumHattiesburg, MS",1,25581,5,3,36000,0.710583333,0,0,0.7,0.0,0.0,80,63,99,CUSA,0,0,1,34,13,0,0,0,2015-10-31 13:30:00,2015,MS,S,0
Kansas,Oklahoma,99,"Memorial StadiumLawrence, KS",1,26677,0,7,50000,0.53354,1,0,0.57,0.0,0.0,52,25,14,Big-12,0,0,0,7,62,0,0,0,2015-10-31 14:30:00,2015,KS,M,1
Virginia,Georgia Tech,99,"Scott StadiumCharlottesville, VA",1,32308,2,5,61500,0.525333333,0,0,0.0,0.0,0.0,60,39,99,ACC,0,0,1,27,21,0,0,0,2015-10-31 15:00:00,2015,VA,S,0
Arkansas,Tennessee Martin,99,"Donald W. Reynolds Razorback StadiumFayetteville, AR",1,64206,3,4,72000,0.89175,0,0,0.09,0.0,0.0,63,48,99,SEC,1,0,1,63,28,0,0,0,2015-10-31 15:00:00,2015,AR,S,0
SMU,Tulsa,99,"Gerald J. Ford StadiumUniversity Park, TX",1,18127,1,6,32000,0.56646875,1,0,0.67,0.0,0.0,67,59,99,AAC,0,0,0,31,40,0,0,0,2015-10-31 15:00:00,2015,TX,S,0
NC State,Clemson,99,"CarterFinley StadiumRaleigh, NC ",1,57600,5,2,57583,1.000295226,0,0,0.0,0.0,0.0,66,40,3,ACC,0,0,0,41,56,0,1,0,2015-10-31 15:30:00,2015,NC,S,1
Louisiana,Louisiana Monroe,99,"Cajun FieldLafayette, LA ",1,17410,2,4,41426,0.420267465,0,0,2.77,0.0,0.0,80,68,99,Sun Belt,0,0,1,30,24,0,1,0,2015-10-31 16:00:00,2015,LA,S,0
Hawaii,Air Force,99,"Aloha StadiumHonolulu, HI ",1,22430,2,6,50000,0.4486,0,0,0.0,0.0,0.0,91,76,99,MWC,0,0,0,7,58,0,1,0,2015-10-31 16:30:00,2015,HI,O,0
Arkansas State,Georgia State,99,"Centennial Bank StadiumJonesboro, AR",1,18217,4,3,30406,0.599125173,0,0,0.25,0.0,0.0,62,43,99,Sun Belt,0,0,1,48,34,0,0,0,2015-10-31 18:00:00,2015,AR,S,0
Memphis,Tulane,16,"Liberty Bowl Memorial StadiumMemphis, TN",1,30381,7,0,58325,0.520891556,0,0,0.0,0.0,0.0,69,44,99,AAC,0,1,1,41,13,0,0,0,2015-10-31 18:00:00,2015,TN,S,0
Iowa State,Texas,99,"Jack Trice StadiumAmes, IA",1,53616,2,5,61500,0.871804878,0,0,0.11,0.0,0.0,52,45,99,Big-12,0,0,1,24,0,0,0,0,2015-10-31 18:00:00,2015,IA,M,0
Washington,Arizona,99,"Husky StadiumSeattle, WA",1,50667,3,4,70083,0.722957065,0,1,0.49,0.0,0.0,61,54,99,Pac-12,0,0,1,49,3,0,0,0,2015-10-31 20:00:00,2015,WA,W,0
Toledo,Northern Illinois,20,"Glass BowlToledo, OH",1,23089,7,0,26248,0.879647973,0,0,0.0,0.0,0.0,73,39,99,Mid-American,0,1,0,27,32,0,0,0,2015-11-03 20:00:00,2015,OH,M,0
Kansas State,Baylor,99,"Bill Snyder Family Football StadiumManhattan, KS",1,52108,3,4,50000,1.04216,0,0,0.0,0.0,0.0,80,54,2,Big-12,0,0,0,24,31,0,0,0,2015-11-05 18:30:00,2015,KS,M,1
Kent State,Buffalo,99,"Dix StadiumKent, OH",1,10379,3,5,27262,0.38071308,0,0,0.0,0.0,0.0,76,45,99,Mid-American,0,0,0,17,18,0,0,0,2015-11-05 19:00:00,2015,OH,M,0
Missouri,Mississippi State,99,"Faurot FieldColumbia, MO",1,58878,4,4,71168,0.827310027,0,0,0.45,0.0,0.0,67,56,24,SEC,0,0,0,13,31,0,0,0,2015-11-05 20:00:00,2015,MO,M,1
UTEP,Rice,99,"Sun BowlEl Paso, TX",1,23031,3,5,51500,0.44720388299999997,0,0,0.0,0.0,0.0,70,41,99,CUSA,0,0,1,24,21,0,0,0,2015-11-06 18:00:00,2015,TX,S,0
SMU,Temple,99,"Gerald J. Ford StadiumUniversity Park, TX",1,17232,1,7,32000,0.5385,1,0,0.01,0.0,0.0,68,55,23,AAC,0,0,0,40,60,0,0,0,2015-11-06 19:00:00,2015,TX,S,1
Colorado,Stanford,99,"Folsom FieldBoulder, CO",1,40142,4,5,50183,0.799912321,0,0,0.0,0.0,0.0,56,20,9,Pac-12,0,0,0,10,42,0,0,0,2015-11-07 11:00:00,2015,CO,W,1
Western Kentucky,Florida Atlantic,99,"Houchens IndustriesL. T. Smith StadiumBowling Green, KY",1,18421,7,2,22113,0.8330393890000001,0,0,0.0,0.0,0.0,61,49,99,CUSA,0,0,1,35,19,0,0,0,2015-11-07 11:00:00,2015,KY,S,0
FIU,Charlotte,99,"FIU StadiumMiami, FL",1,14200,4,5,20000,0.71,0,0,0.0,0.0,0.0,87,76,99,CUSA,0,0,1,48,31,0,0,0,2015-11-07 12:00:00,2015,FL,S,0
Boston College,NC State,99,"Alumni StadiumChestnut Hill, MA",1,28533,3,6,44500,0.641191011,0,0,0.0,0.0,0.0,71,55,99,ACC,0,0,0,8,24,0,0,0,2015-11-07 12:30:00,2015,MA,N,0
Oregon State,UCLA,99,"Reser StadiumCorvallis, OR",1,38074,2,6,45674,0.8336033629999999,1,0,0.0,0.0,0.0,64,38,22,ACC,0,0,0,0,41,0,0,0,2015-11-07 13:30:00,2015,OR,W,1
New Mexico,Utah State,99,"University StadiumAlbuquerque, NM",1,19886,4,4,39224,0.506985519,0,0,0.0,0.0,0.0,54,29,99,MWC,0,0,1,14,13,0,0,0,2015-11-07 13:30:00,2015,NM,W,0
Georgia State,Louisiana Lafayette,99,"Georgia DomeAtlanta, GA",1,21112,2,5,71228,0.296400292,0,0,0.73,0.0,0.0,70,56,99,Sun Belt,0,0,0,21,23,0,0,0,2015-11-07 14:00:00,2015,GA,S,0
South Alabama,Idaho,99,"LaddPeebles StadiumMobile, AL",1,17651,3,4,40000,0.441275,0,0,0.28,0.0,0.0,78,67,99,AAC,0,0,1,52,45,0,0,0,2015-11-07 14:00:00,2015,AL,S,0
Ole Miss,Arkansas,18,"VaughtHemingway StadiumOxford, MS ",1,60680,7,2,59347,1.0224611190000001,0,1,0.64,0.0,0.0,74,54,99,SEC,0,1,0,52,53,1,1,0,2015-11-07 14:30:00,2015,MS,S,0
Middle Tennessee,Marshall,99,"Johnny ""Red"" Floyd StadiumMurfreesboro, TN",1,18760,3,5,30788,0.60932831,0,0,0.12,0.0,0.0,71,54,99,CUSA,0,0,1,27,24,3,0,0,2015-11-07 14:30:00,2015,TN,S,0
Miami (OH),Eastern Michigan,99,"Yager StadiumOxford, OH",1,12756,1,8,24286,0.52524088,0,0,0.0,0.0,0.0,56,34,99,Mid-American,0,0,1,28,13,0,0,0,2015-11-07 14:30:00,2015,OH,M,0
Louisiana Tech,North Texas,99,"Joe Aillet StadiumRuston, LA",1,16986,6,3,28019,0.606231486,0,0,0.98,0.0,0.0,74,58,99,CUSA,0,0,1,56,13,0,0,0,2015-11-07 14:30:00,2015,LA,S,0
Troy,Louisiana Monroe,99,"Veterans Memorial StadiumTroy, AL",1,18041,2,6,30000,0.6013666670000001,1,0,0.13,0.0,0.0,79,66,99,Sun Belt,0,0,1,51,14,0,0,0,2015-11-07 14:30:00,2015,AL,S,0
Indiana,Iowa,99,"Memorial StadiumBloomington, IN",1,44739,4,4,52929,0.8452644109999999,0,0,0.01,0.0,0.0,64,41,10,Big-10,0,0,0,27,35,0,0,0,2015-11-07 15:30:00,2015,IN,M,1
Clemson,Florida State,3,"Memorial StadiumClemson, SC ",1,83099,8,0,81500,1.019619632,0,1,0.78,0.0,0.0,76,64,16,ACC,0,1,1,23,13,0,1,0,2015-11-07 15:30:00,2015,SC,S,1
Washington,Utah,99,"Husky StadiumSeattle, WA",1,61420,4,4,70083,0.8763894240000001,0,1,0.61,0.0,0.0,54,49,13,Pac-12,0,0,0,23,34,0,0,0,2015-11-07 16:30:00,2015,WA,W,1
Nebraska,Michigan State,99,"Memorial StadiumLincoln, NE",1,90094,3,6,86047,1.0470324359999998,1,1,0.0,0.0,0.0,59,26,6,Big-10,0,0,1,39,38,0,0,0,2015-11-07 18:00:00,2015,NE,W,1
Memphis,Navy,15,"Liberty Bowl Memorial StadiumMemphis, TN",1,55212,8,0,58325,0.9466266609999999,0,0,0.02,0.0,0.0,71,56,99,AAC,0,1,0,20,45,0,0,0,2015-11-07 18:00:00,2015,TN,S,0
Oklahoma,Iowa State,14,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",1,85595,7,1,82112,1.0424176729999999,0,1,0.0,0.0,0.0,67,47,99,Big-12,0,1,1,52,16,0,0,0,2015-11-07 18:00:00,2015,OK,S,0
Texas A&M,Auburn,25,"Kyle FieldCollege Station, TX",1,104625,6,2,102733,1.018416672,0,1,0.85,0.0,0.0,65,54,99,SEC,0,1,0,10,26,0,0,0,2015-11-07 18:30:00,2015,TX,S,0
Alabama,LSU,4,"BryantDenny StadiumTuscaloosa, AL  ",1,101821,7,1,101821,1.0,0,1,2.9,0.0,0.0,72,56,2,SEC,0,1,1,30,16,0,1,0,2015-11-07 19:00:00,2015,AL,S,1
USC,Arizona,99,"Los Angeles Memorial ColiseumLos Angeles, CA",1,76309,5,3,93607,0.8152061279999999,0,1,0.0,0.0,0.0,80,54,99,ACC,0,0,1,38,30,0,0,0,2015-11-07 19:30:00,2015,CA,W,0
Buffalo,Northern Illinois,99,"UB StadiumAmherst, NY",1,14260,5,4,25013,0.570103546,1,0,0.09,0.0,0.0,51,42,99,Mid-American,0,0,0,30,41,0,0,0,2015-11-11 20:00:00,2015,NY,N,0
South Alabama,Louisiana Lafayette,99,"LaddPeebles StadiumMobile, AL",1,14096,4,4,40000,0.3524,0,0,0.02,0.0,0.0,75,51,99,AAC,0,0,1,32,25,0,0,0,2015-11-12 18:30:00,2015,AL,S,0
Colorado,USC,99,"Folsom FieldBoulder, CO",1,37905,4,6,50183,0.7553354720000001,0,0,0.0,0.0,0.0,61,23,99,Pac-12,0,0,0,24,27,0,0,0,2015-11-13 19:00:00,2015,CO,W,0
Illinois,Ohio State,99,"Memorial StadiumChampaign, IL ",1,51515,5,4,60670,0.849101698,0,0,0.0,0.0,0.0,64,23,3,Big-10,0,0,0,3,28,0,1,0,2015-11-14 11:00:00,2015,IL,M,1
Michigan State,Maryland,13,"Spartan StadiumEast Lansing, MI",1,73406,8,1,75005,0.978681421,0,1,0.0,0.0,0.0,51,30,99,Big-10,0,1,1,24,7,0,0,0,2015-11-14 12:00:00,2015,MI,W,0
Miami (OH),Akron,99,"Yager StadiumOxford, OH",1,15629,2,8,24286,0.6435394879999999,0,0,0.0,0.0,0.0,56,24,99,Mid-American,0,0,0,28,37,0,0,0,2015-11-14 12:00:00,2015,OH,M,0
Florida State,NC State,19,"Doak Campbell StadiumTallahassee, FL",1,71210,7,2,82300,0.8652490890000001,0,0,0.0,0.0,0.0,69,48,99,ACC,0,1,1,34,17,0,0,0,2015-11-14 12:30:00,2015,FL,S,0
Nevada,San Jose State,99,"Mackay StadiumReno, NV",1,17215,5,4,30000,0.573833333,0,0,0.0,0.0,0.0,60,31,99,MWC,0,0,1,37,34,1,0,0,2015-11-14 13:00:00,2015,NV,W,0
Troy,Georgia Southern,99,"Veterans Memorial StadiumTroy, AL",1,18455,3,6,30000,0.615166667,1,0,0.0,0.0,0.0,67,36,99,Sun Belt,0,0,0,10,45,0,0,0,2015-11-14 14:30:00,2015,AL,S,0
Iowa State,Oklahoma State,99,"Jack Trice StadiumAmes, IA",1,54180,3,6,61500,0.88097561,0,0,0.0,0.0,0.0,60,27,5,Big-12,0,0,0,31,35,0,0,0,2015-11-14 14:30:00,2015,IA,M,1
Syracuse,Clemson,99,"Carrier DomeSyracuse, NY",1,36736,3,6,49262,0.745726929,0,0,0.05,0.0,0.0,41,35,1,ACC,0,0,0,27,37,0,0,0,2015-11-14 15:30:00,2015,NY,N,1
Indiana,Michigan,99,"Memorial StadiumBloomington, IN",1,49557,4,5,52929,0.9362920140000001,0,0,0.0,0.0,0.0,53,30,15,Big-10,0,0,0,41,48,2,0,0,2015-11-14 15:30:00,2015,IN,M,1
Rutgers,Nebraska,99,"High Point Solutions StadiumPiscataway, NJ",1,45606,3,6,52454,0.8694475159999999,0,0,0.0,0.0,0.0,61,42,99,Big-10,0,0,0,14,31,0,0,0,2015-11-14 15:30:00,2015,NJ,N,0
Notre Dame,Wake Forest,4,"Notre Dame StadiumSouth Bend, IN",1,80795,8,1,80795,1.0,0,1,0.0,0.0,0.0,62,35,99,Independent,0,1,1,28,7,0,0,0,2015-11-14 15:30:00,2015,IN,M,0
Marshall,FIU,99,"Joan C. Edwards StadiumHuntington, WV",1,26572,8,2,38227,0.695110786,0,0,0.0,0.0,0.0,55,25,99,CUSA,0,0,1,52,0,0,0,0,2015-11-14 15:30:00,2015,WV,S,0
Hawaii,Fresno State,99,"Aloha StadiumHonolulu, HI",1,21485,2,8,50000,0.4297,0,0,0.17,0.0,0.0,85,73,99,MWC,0,0,0,14,42,0,0,0,2015-11-14 18:00:00,2015,HI,O,0
Texas A&M,Western Carolina,99,"Kyle FieldCollege Station, TX",1,101583,6,3,102733,0.988805934,0,1,0.0,0.0,0.0,69,53,99,SEC,1,0,1,41,17,0,0,0,2015-11-14 18:00:00,2015,TX,S,0
Baylor,Oklahoma,4,"McLane StadiumWaco, TX ",1,49875,8,0,45140,1.104895879,0,0,0.11,0.0,0.0,62,48,12,Big-12,0,1,0,34,44,0,1,1,2015-11-14 19:00:00,2015,TX,S,1
San Diego State,Wyoming,99,"Qualcomm StadiumSan Diego, CA",1,36688,6,3,54000,0.679407407,0,0,0.0,0.0,0.0,76,51,99,MWC,0,0,1,38,3,0,0,0,2015-11-14 19:30:00,2015,CA,W,0
California,Oregon State,99,"California Memorial StadiumBerkeley, CA",1,41874,5,4,62467,0.670337938,0,0,0.0,0.0,0.0,69,44,99,Pac-12,0,0,1,54,24,0,0,0,2015-11-14 19:30:00,2015,CA,W,0
UCLA,Washington State,18,"Rose BowlPasadena, CA",1,76255,7,2,92542,0.824004236,0,0,0.0,0.0,0.0,78,51,99,Pac-12,0,1,0,27,31,0,0,0,2015-11-14 19:45:00,2015,CA,W,0
Arizona,Utah,99,"Arizona StadiumTucson, AZ",1,48912,5,5,55675,0.878527167,0,0,0.0,0.0,0.0,80,43,10,Pac-12,0,0,1,37,30,2,0,0,2015-11-14 20:00:00,2015,AZ,W,1
Boise State,New Mexico,99,"Albertsons StadiumBoise, ID",1,32780,7,2,36387,0.90087119,0,0,0.0,0.0,0.0,64,34,99,MWC,0,0,0,24,31,0,0,0,2015-11-14 20:15:00,2015,ID,W,0
Northern Illinois,Western Michigan,99,"Huskie StadiumDeKalb, IL",1,10194,7,3,24000,0.42475,0,0,2.21,0.0,0.0,61,36,99,Mid-American,0,0,1,27,19,0,0,0,2015-11-18 19:00:00,2015,IL,M,0
Kent State,Central Michigan,99,"Dix StadiumKent, OH",1,8742,3,7,27262,0.32066612899999997,0,0,0.0,0.0,0.0,63,43,99,Mid-American,0,0,0,14,27,0,0,0,2015-11-18 20:00:00,2015,OH,M,0
UCF,East Carolina,99,"Bright House Networks StadiumOrlando, FL ",1,23734,0,10,44206,0.536895444,0,0,1.15,0.0,0.0,85,71,99,AAC,0,0,0,7,44,0,1,0,2015-11-19 19:30:00,2015,FL,S,0
Boise State,Air Force,99,"Albertsons StadiumBoise, ID",1,30332,7,3,36387,0.833594416,0,0,0.0,0.0,0.0,43,26,99,MWC,0,0,0,30,37,0,0,0,2015-11-20 19:30:00,2015,ID,W,0
Kansas State,Iowa State,99,"Bill Snyder Family Football StadiumManhattan, KS ",1,53297,3,6,50000,1.0659399999999999,0,0,0.01,0.0,0.0,60,31,99,Big-12,0,0,1,38,35,0,1,0,2015-11-21 11:00:00,2015,KS,M,0
Kansas,West Virginia,99,"Memorial StadiumLawrence, KS",1,21415,0,10,50000,0.4283,1,0,0.0,0.0,0.0,53,26,99,Big-12,0,0,0,0,49,0,0,0,2015-11-21 11:00:00,2015,KS,M,0
Middle Tennessee,North Texas,99,"Johnny ""Red"" Floyd StadiumMurfreesboro, TN",1,13922,5,5,30788,0.452189165,0,0,0.0,0.0,0.0,66,31,99,CUSA,0,0,1,41,7,0,0,0,2015-11-21 11:00:00,2015,TN,S,0
Penn State,Michigan,99,"Beaver StadiumUniversity Park, PA",1,107418,7,3,106572,1.007938295,0,1,0.0,0.0,0.0,48,29,14,Big-10,0,0,0,16,28,0,0,0,2015-11-21 12:00:00,2015,PA,N,1
NC State,Syracuse,99,"CarterFinley StadiumRaleigh, NC",1,55260,6,4,57583,0.959658232,0,0,0.0,0.0,0.0,60,32,99,ACC,0,0,1,42,29,0,0,0,2015-11-21 12:30:00,2015,NC,S,0
UMass,Miami OH,99,"Warren McGuirk Alumni StadiumHadley, MA",1,8839,2,8,17000,0.519941176,0,0,0.0,0.0,0.0,57,29,99,Mid-American,0,0,0,13,20,0,0,0,2015-11-21 13:00:00,2015,MA,N,0
Oregon State,Washington,99,"Reser StadiumCorvallis, OR",1,34390,2,8,45674,0.752944783,1,0,0.0,0.0,0.0,50,33,99,ACC,0,0,0,7,52,0,0,0,2015-11-21 13:00:00,2015,OR,W,0
BYU,Fresno State,99,"LaVell Edwards StadiumProvo, UT",1,57515,7,3,63470,0.906176146,0,0,0.0,0.0,0.0,45,22,99,Independent,0,0,1,52,10,0,0,0,2015-11-21 13:00:00,2015,UT,W,0
UTEP,Louisiana Tech,99,"Sun BowlEl Paso, TX",1,22286,4,6,51500,0.43273786399999997,0,0,0.0,0.0,0.0,54,39,99,CUSA,0,0,0,15,17,0,0,0,2015-11-21 13:30:00,2015,TX,S,0
Georgia State,South Alabama,99,"Georgia DomeAtlanta, GA",1,10033,3,6,71228,0.140857528,0,0,0.0,0.0,0.0,57,44,99,Sun Belt,0,0,1,24,10,0,0,0,2015-11-21 14:00:00,2015,GA,S,0
Wisconsin,Northwestern,21,"Camp Randall StadiumMadison, WI",1,75276,8,2,80321,0.937189527,1,1,0.24,2.3,3.1,30,12,20,Big-10,0,1,0,7,13,0,0,0,2015-11-21 14:30:00,2015,WI,M,1
Southern Miss,Old Dominion,99,"M. M. Roberts StadiumHattiesburg, MS",1,29568,7,3,36000,0.821333333,0,0,0.0,0.0,0.0,64,43,99,CUSA,0,0,1,56,31,0,0,0,2015-11-21 14:30:00,2015,MS,S,0
FIU,WKU,99,"FIU StadiumMiami, FL",1,14380,5,6,20000,0.7190000000000001,0,0,0.16,0.0,0.0,82,71,99,CUSA,0,0,0,7,63,0,0,0,2015-11-21 14:30:00,2015,FL,S,0
Alabama,Charleston Southern,2,"BryantDenny StadiumTuscaloosa, AL",1,101821,9,1,101821,1.0,0,1,0.0,0.0,0.0,68,41,99,SEC,1,1,1,56,6,0,0,0,2015-11-21 15:00:00,2015,AL,S,0
Florida State,FCS Chattanooga,16,"Doak Campbell StadiumTallahassee, FL",1,66412,8,2,82300,0.806950182,0,0,0.0,0.0,0.0,76,61,99,ACC,1,1,1,52,13,0,0,0,2015-11-21 15:00:00,2015,FL,S,0
Clemson,Wake Forest,1,"Memorial StadiumClemson, SC",1,81577,10,0,81500,1.000944785,0,1,0.0,0.0,0.0,68,35,99,ACC,0,1,1,33,13,0,0,0,2015-11-21 15:30:00,2015,SC,S,0
Virginia,Duke,99,"Scott StadiumCharlottesville, VA",1,35178,3,7,61500,0.5720000000000001,0,0,0.0,0.0,0.0,56,35,99,ACC,0,0,1,42,34,0,0,0,2015-11-21 15:30:00,2015,VA,S,0
New Mexico,Colorado State,99,"University StadiumAlbuquerque, NM",1,21643,6,4,39224,0.551779523,0,0,0.0,0.0,0.0,53,27,99,MWC,0,0,0,21,28,0,0,0,2015-11-21 15:30:00,2015,NM,W,0
Louisiana,New Mexico State,99,"Cajun FieldLafayette, LA",1,17023,4,5,41426,0.410925506,0,0,0.53,0.0,0.0,65,48,99,Sun Belt,0,0,0,34,37,0,0,0,2015-11-21 16:00:00,2015,LA,S,0
